TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1 138041377.22749 138041378.84801 138041380.46853 0 0.0 615.7521601035994 0.0 0.0 0.0
2 138041380.46853 138041382.08905 138041383.70957 0 0.0 615.7521601035994 0.0 0.0 0.0
3 138041383.70957002 138041385.33009002 138041386.95061 0 0.0 615.7521601035994 0.0 0.0 0.0
4 138041386.95061 138041388.57113 138041390.19165 0 0.0 615.7521601035994 0.0 0.0 0.0
5 138041390.19165 138041391.81217 138041393.43269 0 0.0 615.7521601035994 0.0 0.0 0.0
6 138041393.43269 138041395.05321 138041396.67373 0 0.0 615.7521601035994 0.0 0.0 0.0
7 138041396.67373002 138041398.29425 138041399.91477 0 0.0 615.7521601035994 0.0 0.0 0.0
8 138041399.91477 138041401.53529 138041403.15581 0 0.0 615.7521601035994 0.0 0.0 0.0
9 138041403.15581 138041404.77633 138041406.39685 0 0.0 615.7521601035994 0.0 0.0 0.0
10 138041406.39685002 138041408.01737002 138041409.63789 0 0.0 615.7521601035994 0.0 0.0 0.0
11 138041409.63789 138041411.25841 138041412.87893 0 0.0 615.7521601035994 0.0 0.0 0.0
12 138041412.87893 138041414.49945 138041416.11997 0 0.0 615.7521601035994 0.0 0.0 0.0
13 138041416.11997 138041417.74049 138041419.36101 0 0.0 615.7521601035994 0.0 0.0 0.0
14 138041419.36101002 138041420.98153 138041422.60205 0 0.0 615.7521601035994 0.0 0.0 0.0
15 138041422.60205 138041424.22257 138041425.84309 0 0.0 615.7521601035994 0.0 0.0 0.0
16 138041425.84309 138041427.46361 138041429.08413 0 0.0 615.7521601035994 0.0 0.0 0.0
17 138041429.08413002 138041430.70465 138041432.32517 0 0.0 615.7521601035994 0.0 0.0 0.0
18 138041432.32517 138041433.94569 138041435.56621 0 0.0 615.7521601035994 0.0 0.0 0.0
19 138041435.56621 138041437.18673 138041438.80725 0 0.0 615.7521601035994 0.0 0.0 0.0
20 138041438.80725 138041440.42777 138041442.04828998 0 0.0 615.7521601035994 0.0 0.0 0.0
21 138041442.04829 138041443.66881 138041445.28933 0 0.0 615.7521601035994 0.0 0.0 0.0
22 138041445.28933 138041446.90985 138041448.53037 0 0.0 615.7521601035994 0.0 0.0 0.0
